keycol,delay,Taxi_Rides
418_14_10,0,8
419_14_10,0,11
420_14_10,0,11
621_14_10,0,2
622_14_10,0,1
623_14_10,0,2
624_14_10,1,3
625_14_10,0,12
626_14_10,0,53
627_14_10,0,29
628_14_10,0,26
629_14_10,1,26
630_14_10,0,39
631_14_10,0,69
632_14_10,0,51
633_14_10,0,35
634_14_10,0,37
635_14_10,0,31
636_14_10,0,25
637_14_10,1,16
638_14_10,1,13
640_14_10,1,6
0_14_11,0,38
0_14_11,0,6
0_14_11,0,14
0_14_11,0,25
0_14_11,0,2
0_14_11,0,1
0_14_11,0,2
0_14_11,0,6
113_14_11,0,4
114_14_11,1,1
115_14_11,1,2
116_14_11,1,4
117_14_11,1,18
118_14_11,2,16
119_14_11,0,13
120_14_11,1,17
121_14_11,1,38
122_14_11,0,29
123_14_11,0,55
124_14_11,0,54
125_14_11,2,64
126_14_11,2,28
127_14_11,1,13
128_14_11,1,225
129_14_11,1,37
130_14_11,0,37
131_14_11,2,18
132_14_11,0,23
133_14_11,0,9
134_14_11,0,13
135_14_11,1,7
136_14_11,2,3
137_14_11,0,14
140_14_11,0,21
225_14_11,0,1
226_14_11,0,1
227_14_11,0,1
228_14_11,0,10
229_14_11,0,3
230_14_11,0,7
231_14_11,0,1
235_14_11,0,2
418_14_11,0,11
419_14_11,0,10
420_14_11,0,14
423_14_11,0,3
621_14_11,0,3
622_14_11,0,2
623_14_11,0,2
624_14_11,0,3
625_14_11,0,22
626_14_11,0,77
627_14_11,0,35
628_14_11,0,30
629_14_11,0,41
630_14_11,0,38
631_14_11,0,59
632_14_11,0,48
633_14_11,0,32
634_14_11,0,46
635_14_11,0,25
636_14_11,0,28
637_14_11,0,11
638_14_11,1,22
640_14_11,1,7
0_14_12,0,37
0_14_12,0,7
0_14_12,0,17
0_14_12,0,27
0_14_12,0,9
0_14_12,0,2
0_14_12,0,3
0_14_12,0,3
112_14_12,0,3
114_14_12,0,2
116_14_12,0,6
117_14_12,0,8
118_14_12,0,20
119_14_12,0,5
120_14_12,0,20
121_14_12,1,35
122_14_12,0,34
123_14_12,0,57
124_14_12,2,63
125_14_12,0,61
126_14_12,0,26
127_14_12,0,10
128_14_12,0,193
129_14_12,1,42
130_14_12,0,33
131_14_12,0,18
132_14_12,0,19
133_14_12,0,17
134_14_12,0,7
135_14_12,2,5
136_14_12,1,2
137_14_12,0,9
138_14_12,3,1
140_14_12,0,18
224_14_12,0,1
225_14_12,0,1
227_14_12,0,2
228_14_12,0,13
229_14_12,0,5
230_14_12,0,7
231_14_12,0,3
234_14_12,0,1
235_14_12,0,1
418_14_12,0,13
419_14_12,0,13
420_14_12,0,7
621_14_12,0,2
622_14_12,0,3
624_14_12,0,3
625_14_12,0,20
626_14_12,0,77
627_14_12,0,41
628_14_12,0,38
629_14_12,0,55
630_14_12,0,42
631_14_12,0,54
632_14_12,0,53
633_14_12,0,52
634_14_12,0,41
635_14_12,0,39
636_14_12,1,29
637_14_12,0,21
638_14_12,0,22
640_14_12,2,6
0_14_13,0,39
0_14_13,0,8
0_14_13,0,10
0_14_13,0,22
0_14_13,0,8
0_14_13,0,2
0_14_13,0,5
112_14_13,2,3
113_14_13,2,1
114_14_13,2,4
116_14_13,0,3
117_14_13,1,10
118_14_13,0,7
119_14_13,2,7
120_14_13,0,23
121_14_13,0,28
122_14_13,0,39
123_14_13,1,54
124_14_13,1,53
125_14_13,1,102
126_14_13,1,34
127_14_13,0,12
128_14_13,0,197
129_14_13,0,37
130_14_13,0,36
131_14_13,0,24
132_14_13,2,19
133_14_13,1,16
134_14_13,1,11
135_14_13,1,7
136_14_13,1,8
137_14_13,0,15
140_14_13,0,15
225_14_13,1,3
226_14_13,0,2
227_14_13,0,1
228_14_13,0,12
229_14_13,0,3
230_14_13,0,14
232_14_13,0,1
234_14_13,0,1
235_14_13,0,2
238_14_13,0,1
418_14_13,0,12
419_14_13,0,9
420_14_13,0,25
423_14_13,0,1
621_14_13,0,3
622_14_13,0,4
623_14_13,0,4
624_14_13,0,1
625_14_13,0,16
626_14_13,0,63
627_14_13,0,42
628_14_13,0,33
629_14_13,0,63
630_14_13,0,36
631_14_13,0,71
632_14_13,0,44
633_14_13,0,33
634_14_13,0,32
635_14_13,0,36
636_14_13,1,26
637_14_13,0,13
638_14_13,0,34
640_14_13,0,1
0_14_14,0,39
0_14_14,0,9
0_14_14,0,8
0_14_14,0,37
0_14_14,0,6
0_14_14,0,1
0_14_14,0,3
0_14_14,0,4
112_14_14,0,1
113_14_14,0,4
114_14_14,0,2
115_14_14,0,4
116_14_14,0,2
117_14_14,0,6
118_14_14,0,11
119_14_14,1,11
120_14_14,0,22
121_14_14,0,28
122_14_14,0,38
123_14_14,1,37
124_14_14,1,43
125_14_14,0,110
126_14_14,1,27
127_14_14,0,13
128_14_14,0,172
129_14_14,1,44
130_14_14,1,38
131_14_14,0,24
132_14_14,0,10
133_14_14,0,18
134_14_14,1,10
135_14_14,0,9
136_14_14,1,6
137_14_14,1,10
140_14_14,1,17
211_14_14,3,1
225_14_14,0,3
226_14_14,0,1
228_14_14,0,11
229_14_14,0,1
230_14_14,0,14
232_14_14,0,1
233_14_14,0,1
234_14_14,0,2
235_14_14,0,1
236_14_14,0,1
416_14_14,0,1
418_14_14,0,22
419_14_14,0,7
420_14_14,0,24
423_14_14,0,1
604_14_14,1,1
622_14_14,0,1
623_14_14,0,1
624_14_14,0,5
625_14_14,0,17
626_14_14,0,70
627_14_14,0,30
628_14_14,0,21
629_14_14,0,69
630_14_14,0,39
631_14_14,0,50
632_14_14,0,61
633_14_14,0,58
634_14_14,0,35
635_14_14,0,30
636_14_14,0,24
637_14_14,0,22
638_14_14,1,18
640_14_14,0,7
0_14_15,0,42
0_14_15,0,10
0_14_15,0,17
0_14_15,0,21
0_14_15,0,8
0_14_15,0,1
0_14_15,0,3
0_14_15,0,4
112_14_15,0,1
113_14_15,0,1
115_14_15,0,1
116_14_15,0,4
117_14_15,0,8
118_14_15,0,16
119_14_15,0,2
120_14_15,0,11
121_14_15,0,29
122_14_15,0,47
123_14_15,0,61
124_14_15,0,57
125_14_15,0,94
126_14_15,0,27
127_14_15,0,14
128_14_15,0,165
129_14_15,0,28
130_14_15,0,38
131_14_15,0,29
132_14_15,0,24
133_14_15,1,13
134_14_15,1,12
135_14_15,1,7
136_14_15,1,1
137_14_15,0,4
140_14_15,0,20
224_14_15,0,1
225_14_15,0,1
226_14_15,0,4
228_14_15,0,11
229_14_15,0,5
230_14_15,0,12
232_14_15,0,3
234_14_15,0,1
235_14_15,0,2
237_14_15,0,1
238_14_15,0,1
302_14_15,0,1
418_14_15,0,14
419_14_15,0,8
420_14_15,0,20
622_14_15,0,2
623_14_15,0,1
624_14_15,0,1
625_14_15,1,30
626_14_15,0,88
627_14_15,0,60
628_14_15,0,17
629_14_15,0,46
630_14_15,0,38
631_14_15,0,30
632_14_15,0,46
633_14_15,0,48
634_14_15,0,42
635_14_15,0,41
636_14_15,0,26
637_14_15,0,19
638_14_15,1,31
640_14_15,0,6
0_14_16,0,41
0_14_16,0,8
0_14_16,0,9
0_14_16,0,11
0_14_16,0,9
0_14_16,0,2
112_14_16,0,3
113_14_16,0,1
114_14_16,0,1
116_14_16,0,2
117_14_16,0,4
118_14_16,0,13
119_14_16,1,13
120_14_16,0,21
121_14_16,0,38
122_14_16,0,30
123_14_16,0,44
124_14_16,0,46
125_14_16,0,87
126_14_16,0,20
127_14_16,0,13
128_14_16,0,130
129_14_16,0,27
130_14_16,0,34
131_14_16,0,26
132_14_16,0,14
133_14_16,1,9
134_14_16,0,6
135_14_16,0,1
136_14_16,0,1
137_14_16,0,8
138_14_16,2,1
140_14_16,0,17
224_14_16,0,1
225_14_16,0,4
226_14_16,0,2
227_14_16,0,3
228_14_16,0,9
230_14_16,0,2
231_14_16,0,1
235_14_16,0,3
237_14_16,0,1
418_14_16,0,12
419_14_16,0,3
420_14_16,0,6
621_14_16,0,1
622_14_16,0,1
623_14_16,1,1
624_14_16,0,2
625_14_16,0,17
626_14_16,0,65
627_14_16,0,30
628_14_16,0,19
629_14_16,0,60
630_14_16,0,42
631_14_16,0,23
632_14_16,0,48
633_14_16,0,41
634_14_16,0,41
635_14_16,0,33
636_14_16,0,26
637_14_16,0,34
638_14_16,0,18
640_14_16,0,8
0_14_17,0,41
0_14_17,0,5
0_14_17,0,17
0_14_17,0,25
0_14_17,0,9
0_14_17,0,1
0_14_17,0,1
0_14_17,0,4
113_14_17,0,1
115_14_17,0,1
116_14_17,0,4
117_14_17,0,12
118_14_17,0,10
119_14_17,1,18
120_14_17,0,23
121_14_17,0,40
122_14_17,1,32
123_14_17,0,56
124_14_17,0,50
125_14_17,0,86
126_14_17,0,46
127_14_17,0,19
128_14_17,0,153
129_14_17,0,47
130_14_17,1,37
131_14_17,1,30
132_14_17,0,19
133_14_17,0,8
134_14_17,0,9
135_14_17,2,1
136_14_17,0,10
137_14_17,0,12
140_14_17,0,25
224_14_17,0,2
225_14_17,0,1
227_14_17,0,1
228_14_17,0,13
229_14_17,0,3
230_14_17,0,11
232_14_17,0,2
237_14_17,0,1
302_14_17,0,1
418_14_17,0,14
419_14_17,0,2
420_14_17,0,9
423_14_17,0,1
623_14_17,1,1
624_14_17,0,3
625_14_17,0,20
626_14_17,0,85
627_14_17,0,39
628_14_17,0,32
629_14_17,0,89
630_14_17,0,62
631_14_17,0,48
632_14_17,0,60
633_14_17,0,58
634_14_17,1,70
635_14_17,0,29
636_14_17,0,29
637_14_17,0,25
638_14_17,0,28
640_14_17,0,11
0_14_18,0,46
0_14_18,0,9
0_14_18,0,15
0_14_18,0,28
0_14_18,0,18
0_14_18,0,1
0_14_18,0,2
112_14_18,0,1
113_14_18,1,2
115_14_18,1,2
116_14_18,0,2
117_14_18,0,7
118_14_18,0,22
119_14_18,0,14
120_14_18,0,35
121_14_18,0,42
122_14_18,0,33
123_14_18,0,63
124_14_18,0,77
125_14_18,0,119
126_14_18,0,53
127_14_18,0,20
128_14_18,0,234
129_14_18,0,36
130_14_18,0,45
131_14_18,0,40
132_14_18,0,22
133_14_18,0,24
134_14_18,1,19
135_14_18,1,6
136_14_18,0,11
137_14_18,0,18
138_14_18,0,1
140_14_18,0,27
224_14_18,0,1
225_14_18,0,2
226_14_18,0,1
227_14_18,0,2
228_14_18,0,11
229_14_18,0,9
230_14_18,0,15
231_14_18,0,2
232_14_18,0,1
233_14_18,0,1
234_14_18,0,2
237_14_18,0,1
302_14_18,0,1
415_14_18,0,1
418_14_18,0,23
419_14_18,0,9
420_14_18,0,18
423_14_18,0,1
607_14_18,0,1
621_14_18,0,3
622_14_18,0,4
623_14_18,0,1
624_14_18,0,4
625_14_18,0,19
626_14_18,0,104
627_14_18,0,41
628_14_18,0,35
629_14_18,0,87
630_14_18,0,89
631_14_18,0,66
632_14_18,0,74
633_14_18,0,99
634_14_18,0,89
635_14_18,0,44
636_14_18,0,41
637_14_18,0,32
638_14_18,0,34
640_14_18,0,6
0_14_19,0,37
0_14_19,0,6
0_14_19,0,21
0_14_19,0,28
0_14_19,0,7
0_14_19,0,5
0_14_19,0,2
0_14_19,0,6
113_14_19,0,1
115_14_19,0,2
116_14_19,0,3
117_14_19,0,7
118_14_19,0,15
119_14_19,0,14
120_14_19,0,24
121_14_19,0,40
122_14_19,1,37
123_14_19,1,59
124_14_19,1,55
125_14_19,0,86
126_14_19,1,51
127_14_19,0,28
128_14_19,1,200
129_14_19,0,53
130_14_19,0,37
131_14_19,0,23
132_14_19,0,30
133_14_19,0,34
134_14_19,1,23
135_14_19,0,12
136_14_19,0,13
137_14_19,0,19
140_14_19,0,21
225_14_19,1,1
226_14_19,1,3
227_14_19,1,2
228_14_19,0,11
229_14_19,0,5
230_14_19,0,18
231_14_19,0,2
232_14_19,0,1
233_14_19,0,1
234_14_19,0,1
235_14_19,0,3
237_14_19,0,1
302_14_19,3,2
416_14_19,0,1
418_14_19,0,26
419_14_19,0,24
420_14_19,0,11
621_14_19,0,4
622_14_19,1,6
623_14_19,1,4
624_14_19,0,2
625_14_19,0,20
626_14_19,0,79
627_14_19,0,26
628_14_19,0,28
629_14_19,1,54
630_14_19,0,111
631_14_19,0,51
632_14_19,1,51
633_14_19,0,84
634_14_19,1,61
635_14_19,0,40
636_14_19,0,31
637_14_19,2,29
638_14_19,2,40
640_14_19,1,11
0_14_20,2,34
0_14_20,2,8
0_14_20,2,7
0_14_20,2,29
0_14_20,2,1
0_14_20,2,7
0_14_20,2,4
0_14_20,2,6
112_14_20,2,2
113_14_20,2,2
114_14_20,2,4
115_14_20,1,3
116_14_20,2,7
117_14_20,2,14
118_14_20,3,10
119_14_20,2,12
120_14_20,5,20
121_14_20,2,28
122_14_20,2,38
123_14_20,5,53
124_14_20,2,49
125_14_20,3,102
126_14_20,3,46
127_14_20,5,23
128_14_20,4,195
129_14_20,2,38
130_14_20,4,64
131_14_20,2,32
132_14_20,5,30
133_14_20,2,47
134_14_20,2,18
135_14_20,3,8
136_14_20,2,8
137_14_20,5,21
140_14_20,1,12
225_14_20,2,4
226_14_20,2,3
228_14_20,3,11
229_14_20,3,11
230_14_20,3,19
231_14_20,3,1
232_14_20,3,1
233_14_20,2,1
234_14_20,3,4
235_14_20,4,5
236_14_20,4,5
237_14_20,4,2
415_14_20,2,1
418_14_20,4,22
419_14_20,3,14
420_14_20,4,17
614_14_20,3,1
618_14_20,3,1
621_14_20,6,6
622_14_20,3,5
623_14_20,3,3
624_14_20,2,1
625_14_20,2,13
626_14_20,4,82
627_14_20,2,33
628_14_20,2,22
629_14_20,5,57
630_14_20,3,115
631_14_20,5,63
632_14_20,2,52
633_14_20,2,90
634_14_20,3,66
635_14_20,5,37
636_14_20,2,38
637_14_20,2,24
638_14_20,3,45
640_14_20,5,9
0_15_7,0,39
0_15_7,0,1
0_15_7,0,18
0_15_7,0,38
0_15_7,0,7
0_15_7,0,2
0_15_7,0,4
112_15_7,0,2
113_15_7,0,4
114_15_7,0,3
115_15_7,0,9
116_15_7,0,6
117_15_7,0,7
118_15_7,1,17
119_15_7,1,17
120_15_7,0,17
121_15_7,1,24
122_15_7,2,27
123_15_7,0,31
124_15_7,0,37
125_15_7,0,32
126_15_7,0,18
127_15_7,0,23
128_15_7,0,466
129_15_7,0,18
130_15_7,0,27
131_15_7,1,19
132_15_7,0,17
133_15_7,0,9
134_15_7,0,4
135_15_7,0,3
137_15_7,0,11
140_15_7,0,17
211_15_7,2,1
224_15_7,0,2
225_15_7,0,2
226_15_7,0,6
227_15_7,0,1
228_15_7,0,9
229_15_7,0,2
230_15_7,0,14
232_15_7,0,1
234_15_7,0,2
235_15_7,0,5
237_15_7,0,1
301_15_7,0,1
410_15_7,2,1
416_15_7,0,1
418_15_7,0,6
419_15_7,0,3
420_15_7,0,3
621_15_7,0,7
622_15_7,0,7
623_15_7,0,3
624_15_7,1,5
625_15_7,0,21
626_15_7,0,72
627_15_7,0,29
628_15_7,0,17
629_15_7,0,22
630_15_7,0,33
631_15_7,0,62
632_15_7,0,42
633_15_7,0,30
634_15_7,0,44
635_15_7,0,25
636_15_7,0,21
637_15_7,0,13
638_15_7,0,18
640_15_7,0,1
0_15_8,0,27
0_15_8,0,28
0_15_8,0,29
0_15_8,0,15
0_15_8,0,1
0_15_8,0,2
0_15_8,0,3
112_15_8,0,3
113_15_8,0,9
114_15_8,0,5
115_15_8,1,6
116_15_8,0,6
117_15_8,0,15
118_15_8,1,32
119_15_8,0,13
120_15_8,0,23
121_15_8,0,27
122_15_8,0,36
123_15_8,0,43
124_15_8,0,26
125_15_8,0,72
126_15_8,0,22
127_15_8,0,29
128_15_8,0,300
129_15_8,0,37
130_15_8,1,28
131_15_8,0,26
132_15_8,0,21
133_15_8,1,9
134_15_8,0,5
135_15_8,0,5
136_15_8,0,3
137_15_8,1,14
140_15_8,0,26
224_15_8,0,2
225_15_8,0,4
226_15_8,0,5
228_15_8,0,11
229_15_8,0,2
230_15_8,0,19
231_15_8,0,1
234_15_8,0,2
235_15_8,0,7
236_15_8,0,2
410_15_8,1,1
416_15_8,0,2
418_15_8,0,6
419_15_8,0,5
420_15_8,0,10
423_15_8,0,1
621_15_8,0,2
622_15_8,0,2
623_15_8,0,7
624_15_8,0,5
625_15_8,1,22
626_15_8,0,68
627_15_8,0,40
628_15_8,0,18
629_15_8,0,10
630_15_8,0,47
631_15_8,0,95
632_15_8,0,55
633_15_8,0,46
634_15_8,0,54
635_15_8,0,19
636_15_8,0,21
637_15_8,0,30
638_15_8,0,25
640_15_8,0,2
0_15_9,0,29
0_15_9,0,8
0_15_9,0,8
0_15_9,0,19
0_15_9,0,13
0_15_9,0,1
0_15_9,0,1
0_15_9,0,2
107_15_9,0,1
112_15_9,1,1
113_15_9,0,6
114_15_9,0,4
115_15_9,0,4
116_15_9,1,6
117_15_9,0,10
118_15_9,0,29
119_15_9,0,19
120_15_9,0,17
121_15_9,1,39
122_15_9,0,22
123_15_9,0,39
124_15_9,1,44
125_15_9,0,64
126_15_9,0,23
127_15_9,0,23
128_15_9,0,191
129_15_9,0,35
130_15_9,1,39
131_15_9,0,24
132_15_9,0,23
133_15_9,0,28
134_15_9,2,11
135_15_9,1,5
136_15_9,0,7
137_15_9,0,11
140_15_9,0,26
224_15_9,0,1
225_15_9,0,3
226_15_9,0,4
227_15_9,0,1
228_15_9,0,10
229_15_9,0,7
230_15_9,0,7
231_15_9,1,1
234_15_9,1,2
235_15_9,0,6
236_15_9,0,1
237_15_9,0,1
302_15_9,1,1
410_15_9,1,1
418_15_9,0,8
419_15_9,0,4
420_15_9,0,11
423_15_9,0,2
622_15_9,1,1
623_15_9,0,5
624_15_9,2,4
625_15_9,1,28
626_15_9,1,70
627_15_9,1,29
628_15_9,0,20
629_15_9,0,16
630_15_9,0,47
631_15_9,0,65
632_15_9,0,48
633_15_9,0,37
634_15_9,0,66
635_15_9,0,18
636_15_9,0,19
637_15_9,0,19
638_15_9,0,27
640_15_9,0,6
0_15_10,0,30
0_15_10,0,13
0_15_10,0,6
0_15_10,0,27
0_15_10,0,11
0_15_10,0,1
0_15_10,0,3
104_15_10,0,1
110_15_10,0,1
112_15_10,0,1
113_15_10,0,1
114_15_10,0,3
115_15_10,0,4
116_15_10,0,3
117_15_10,1,7
118_15_10,1,20
119_15_10,2,18
120_15_10,1,20
121_15_10,1,31
122_15_10,1,40
123_15_10,2,47
124_15_10,0,44
125_15_10,0,62
126_15_10,0,23
127_15_10,1,10
128_15_10,0,255
129_15_10,0,34
130_15_10,0,45
131_15_10,0,29
132_15_10,0,25
133_15_10,1,16
134_15_10,0,8
135_15_10,1,3
136_15_10,0,4
137_15_10,1,16
140_15_10,0,26
221_15_10,2,1
226_15_10,1,1
227_15_10,1,2
228_15_10,1,11
229_15_10,1,8
230_15_10,1,14
231_15_10,1,2
236_15_10,0,1
249_15_10,1,1
302_15_10,0,1
410_15_10,1,3
418_15_10,1,7
419_15_10,0,9
420_15_10,0,11
621_15_10,0,2
622_15_10,0,3
624_15_10,0,2
625_15_10,1,18
626_15_10,0,90
627_15_10,0,29
628_15_10,0,20
629_15_10,0,34
630_15_10,0,40
631_15_10,0,75
632_15_10,0,60
633_15_10,0,42
634_15_10,0,37
635_15_10,0,34
636_15_10,0,22
637_15_10,1,21
638_15_10,0,32
640_15_10,0,4
0_15_11,0,28
0_15_11,0,13
0_15_11,0,8
0_15_11,0,39
0_15_11,0,16
0_15_11,0,1
0_15_11,0,1
0_15_11,0,4
111_15_11,1,1
113_15_11,2,2
114_15_11,1,3
115_15_11,1,4
116_15_11,1,2
117_15_11,2,11
118_15_11,0,17
119_15_11,1,9
120_15_11,1,19
121_15_11,1,27
122_15_11,1,27
123_15_11,0,50
124_15_11,0,42
125_15_11,0,59
126_15_11,1,26
127_15_11,0,14
128_15_11,0,245
129_15_11,0,29
130_15_11,3,33
131_15_11,1,21
132_15_11,2,24
133_15_11,1,18
134_15_11,0,10
135_15_11,0,7
136_15_11,2,3
137_15_11,0,14
140_15_11,1,21
224_15_11,0,2
225_15_11,0,3
226_15_11,0,2
227_15_11,0,2
228_15_11,0,7
229_15_11,0,8
230_15_11,0,9
231_15_11,1,1
232_15_11,1,2
235_15_11,0,1
236_15_11,0,1
237_15_11,0,1
239_15_11,0,1
302_15_11,0,1
410_15_11,1,2
415_15_11,0,1
418_15_11,0,11
419_15_11,0,7
420_15_11,0,22
423_15_11,0,1
621_15_11,0,4
624_15_11,1,2
625_15_11,0,11
626_15_11,1,88
627_15_11,0,37
628_15_11,0,31
629_15_11,0,53
630_15_11,1,44
631_15_11,0,61
632_15_11,0,54
633_15_11,0,35
634_15_11,1,38
635_15_11,0,47
636_15_11,0,22
637_15_11,1,17
638_15_11,0,25
640_15_11,0,18
0_15_12,0,44
0_15_12,0,25
0_15_12,0,12
0_15_12,0,25
0_15_12,0,2
0_15_12,0,5
0_15_12,0,1
0_15_12,0,3
114_15_12,0,1
115_15_12,0,1
116_15_12,0,5
117_15_12,0,9
118_15_12,1,30
119_15_12,2,12
120_15_12,1,27
121_15_12,0,42
122_15_12,2,49
123_15_12,0,41
124_15_12,1,57
125_15_12,1,69
126_15_12,0,28
127_15_12,0,17
128_15_12,0,155
129_15_12,1,44
130_15_12,1,30
131_15_12,0,30
132_15_12,1,16
133_15_12,1,15
134_15_12,1,13
135_15_12,3,8
136_15_12,2,3
137_15_12,0,13
138_15_12,1,1
140_15_12,0,23
221_15_12,1,1
225_15_12,0,1
226_15_12,1,1
227_15_12,0,2
228_15_12,0,16
229_15_12,0,7
230_15_12,0,16
232_15_12,0,1
233_15_12,0,1
234_15_12,0,1
235_15_12,0,2
236_15_12,0,1
410_15_12,2,2
418_15_12,0,15
419_15_12,0,12
420_15_12,0,18
621_15_12,0,3
622_15_12,0,1
623_15_12,1,5
624_15_12,1,4
625_15_12,0,11
626_15_12,0,85
627_15_12,0,37
628_15_12,0,25
629_15_12,0,52
630_15_12,0,64
631_15_12,0,52
632_15_12,0,63
633_15_12,0,55
634_15_12,1,33
635_15_12,0,45
636_15_12,0,19
637_15_12,0,23
638_15_12,1,27
640_15_12,2,12
0_15_13,0,25
0_15_13,0,5
0_15_13,0,6
0_15_13,0,26
0_15_13,0,5
0_15_13,0,3
0_15_13,0,7
112_15_13,2,5
113_15_13,0,2
114_15_13,0,2
115_15_13,0,5
116_15_13,1,2
117_15_13,0,12
118_15_13,1,22
119_15_13,0,12
120_15_13,0,31
121_15_13,0,30
122_15_13,2,33
123_15_13,0,57
124_15_13,0,50
125_15_13,0,97
126_15_13,1,31
127_15_13,0,12
128_15_13,0,225
129_15_13,1,28
130_15_13,0,28
131_15_13,2,41
132_15_13,0,20
133_15_13,1,12
134_15_13,0,19
135_15_13,1,3
136_15_13,0,3
137_15_13,0,13
140_15_13,0,15
224_15_13,0,1
225_15_13,0,1
226_15_13,0,2
227_15_13,0,1
228_15_13,0,3
229_15_13,0,2
230_15_13,0,5
231_15_13,1,1
236_15_13,0,1
415_15_13,1,1
418_15_13,0,14
419_15_13,0,11
420_15_13,0,24
423_15_13,0,1
621_15_13,0,1
622_15_13,0,2
623_15_13,0,2
624_15_13,0,8
625_15_13,0,19
626_15_13,0,73
627_15_13,0,42
628_15_13,0,26
629_15_13,0,74
630_15_13,0,37
631_15_13,0,72
632_15_13,0,55
633_15_13,0,62
634_15_13,0,46
635_15_13,0,30
636_15_13,0,23
637_15_13,0,14
638_15_13,2,14
640_15_13,1,3
0_15_14,0,41
0_15_14,0,12
0_15_14,0,11
0_15_14,0,27
0_15_14,0,9
0_15_14,0,3
112_15_14,0,1
115_15_14,1,1
116_15_14,0,2
117_15_14,0,7
118_15_14,1,21
119_15_14,1,14
120_15_14,0,28
121_15_14,0,30
122_15_14,0,45
123_15_14,0,51
124_15_14,0,66
125_15_14,0,122
126_15_14,2,40
127_15_14,1,23
128_15_14,0,181
129_15_14,1,49
130_15_14,1,35
131_15_14,1,27
132_15_14,0,23
133_15_14,0,13
134_15_14,0,7
135_15_14,0,10
136_15_14,2,8
137_15_14,0,14
140_15_14,0,18
225_15_14,0,2
226_15_14,0,2
228_15_14,0,9
229_15_14,0,4
230_15_14,0,9
234_15_14,0,2
235_15_14,0,2
236_15_14,1,1
238_15_14,2,1
418_15_14,0,16
419_15_14,0,16
420_15_14,0,19
423_15_14,0,1
621_15_14,0,1
622_15_14,0,3
623_15_14,0,4
624_15_14,0,6
625_15_14,0,20
626_15_14,0,79
627_15_14,0,57
628_15_14,0,27
629_15_14,0,55
630_15_14,0,49
631_15_14,0,54
632_15_14,0,60
633_15_14,0,65
634_15_14,0,47
635_15_14,0,40
636_15_14,0,25
637_15_14,0,26
638_15_14,1,30
640_15_14,0,7
0_15_15,0,34
0_15_15,0,6
0_15_15,0,10
0_15_15,0,25
0_15_15,0,7
0_15_15,0,3
0_15_15,0,2
0_15_15,0,1
112_15_15,0,1
114_15_15,0,1
115_15_15,0,2
116_15_15,1,5
117_15_15,1,8
118_15_15,0,17
119_15_15,1,17
120_15_15,0,27
121_15_15,0,30
122_15_15,0,54
123_15_15,0,61
124_15_15,1,43
125_15_15,0,85
126_15_15,0,23
127_15_15,0,15
128_15_15,0,186
129_15_15,0,42
130_15_15,1,34
131_15_15,0,22
132_15_15,0,16
133_15_15,0,10
134_15_15,0,3
135_15_15,1,7
136_15_15,0,5
137_15_15,0,10
140_15_15,0,24
226_15_15,1,7
227_15_15,0,3
228_15_15,0,8
229_15_15,0,1
230_15_15,0,8
231_15_15,0,1
235_15_15,0,1
237_15_15,1,1
238_15_15,0,1
253_15_15,1,1
418_15_15,0,13
419_15_15,0,7
420_15_15,0,20
423_15_15,0,2
618_15_15,0,1
621_15_15,0,2
622_15_15,0,5
623_15_15,0,2
624_15_15,0,1
625_15_15,0,25
626_15_15,0,88
627_15_15,0,54
628_15_15,0,29
629_15_15,0,49
630_15_15,0,50
631_15_15,0,43
632_15_15,0,63
633_15_15,0,65
634_15_15,0,39
635_15_15,0,51
636_15_15,0,26
637_15_15,0,30
638_15_15,0,38
640_15_15,1,8
0_15_16,0,37
0_15_16,0,4
0_15_16,0,8
0_15_16,0,9
0_15_16,0,7
0_15_16,0,5
112_15_16,0,4
113_15_16,1,2
114_15_16,2,2
115_15_16,1,1
116_15_16,0,5
117_15_16,1,10
118_15_16,1,17
119_15_16,1,9
120_15_16,0,26
121_15_16,0,27
122_15_16,0,45
123_15_16,0,47
124_15_16,0,78
125_15_16,0,75
126_15_16,0,25
127_15_16,0,12
128_15_16,0,146
129_15_16,0,31
130_15_16,1,30
131_15_16,0,19
132_15_16,0,18
133_15_16,0,11
135_15_16,0,2
136_15_16,1,4
137_15_16,0,6
138_15_16,1,2
140_15_16,0,17
218_15_16,1,1
224_15_16,0,3
225_15_16,0,2
226_15_16,0,2
227_15_16,0,1
228_15_16,0,9
229_15_16,0,2
230_15_16,0,3
234_15_16,0,1
250_15_16,0,1
415_15_16,1,1
416_15_16,2,1
418_15_16,0,14
419_15_16,0,6
420_15_16,0,13
621_15_16,0,2
622_15_16,0,2
625_15_16,0,20
626_15_16,0,82
627_15_16,0,37
628_15_16,0,12
629_15_16,0,39
630_15_16,0,51
631_15_16,0,15
632_15_16,0,45
633_15_16,0,50
634_15_16,0,41
635_15_16,0,31
636_15_16,0,29
637_15_16,0,29
638_15_16,0,24
640_15_16,0,4
0_15_17,1,40
0_15_17,1,16
0_15_17,1,10
0_15_17,1,18
0_15_17,1,1
0_15_17,1,2
0_15_17,1,1
0_15_17,1,6
111_15_17,0,1
112_15_17,1,4
113_15_17,0,1
114_15_17,2,3
115_15_17,0,2
116_15_17,0,4
117_15_17,0,11
118_15_17,0,14
119_15_17,0,16
120_15_17,0,30
121_15_17,1,39
122_15_17,0,34
123_15_17,0,64
